FINAL_DECISION,PCT,TOTAL_MATCHES,PCT_ALL_PETREL_MATCHES,PCT_ALL_MOA_MATCHES,AVG_SKUS_PER_QUARTER,AVG_QUARTERS_PER_SKU,DIVISION_MOA,DIVISION_PETREL,MOA_FACILITY,MOA_FACILITY_OF_INTEREST,FAC_COMB,PETREL_FACILITY,PETREL_FACILITY_OF_INTEREST,FACILITY_TYPE_MOA,FACILITY_TYPE_PETREL,BED_SIZE_MOA,BED_SIZE_PETREL,TOTAL_MATCHES,QUARTER_MATCHES,MATCHES_WITH,MATCHES_WITHOUT,DECISION,SCORE,FACILITY_IDS_MOA,FACILITY_IDS_PETREL
,99.94854804,5,0.073529,0.000133,1.25,1,NEW ENGLAND,NEW ENGLAND,M_0000035359,M_0000035359,                 M_0000035359P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,5,4,752158,751771,KEEP,1.25,"['M_0000008044', 'M_0000013489', 'M_0000022105', 'M_0000024691', 'M_0000024742', 'M_0000024754', 'M_0000024757', 'M_0000025180', 'M_0000025195', 'M_0000025255', 'M_0000025282', 'M_0000025543', 'M_0000025732', 'M_0000028360', 'M_0000033073', 'M_0000033310', 'M_0000035359', 'M_0000035377', 'M_0000035650', 'M_0000035668', 'M_0000035806', 'M_0000037807', 'M_0000038377', 'M_0000084505', 'M_0000084514', 'M_0000084532', 'M_0000084568', 'M_0000084796', 'M_0000084835', 'M_0000096196', 'M_0000104431']",['P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL']
,86.15384615,5,0.111111,0.010593,1.666667,1.666667,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000037117,M_0000037117,                 M_0000037117P_0000089485,P_0000089485,P_0000089485,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,5,3,130,112,KEEP,2.777778889,"['M_0000019219', 'M_0000019360', 'M_0000019678', 'M_0000037117']",['P_0000089485']
,95.14563107,5,0.111111,0.010593,1.666667,1.666667,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000037117,M_0000037117,                 M_0000037117P_0000089485,P_0000089485,P_0000089485,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,5,3,103,98,KEEP,2.777778889,['M_0000037117'],"['P_0000038957', 'P_0000034306', 'P_0000041311', 'P_0000089485']"
n,0,5,0.070423,0.009862,1.25,1.666667,WEST SOUTH CENTRAL,MIDDLE ATLANTIC,M_0000037147_,M_0000037147,                 M_0000037147_P_0000036644_,P_0000036644_,P_0000036644,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,5,4,127,0,KEEP,2.08333375,['M_0000037147'],['P_0000036644']
,54.42857143,5,0.057471,0.006435,1.25,1.25,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000037768,M_0000037768,                 M_0000037768P_0000046317,P_0000046317,P_0000046317,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 3: 101-200,CATEGORY 6: 601-1000,5,4,700,381,KEEP,1.5625,"['M_0000016996', 'M_0000026026', 'M_0000037768']",['P_0000046317']
,99.85029993,5,1,0.000133,2.5,1,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000039475,M_0000039475,                 M_0000039475P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,NON HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 1: 0-50,AGGREGATED,5,2,568470,567619,KEEP,2.5,"['M_0000004081', 'M_0000004651', 'M_0000006496', 'M_0000007030', 'M_0000012337', 'M_0000012361', 'M_0000012373', 'M_0000012397', 'M_0000019093', 'M_0000022468', 'M_0000022639', 'M_0000022996', 'M_0000039475', 'M_0000054100', 'M_0000068704', 'M_0000097453', 'M_0000098356', 'M_0000099379']",['P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM']
,105.4421769,5,0.061728,0.035211,1.666667,1.666667,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000052768,M_0000052768,                 M_0000052768P_0000089683,P_0000089683,P_0000089683,SURGI CENTER,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,3,147,155,REMOVE,2.777778889,"['M_0000013630', 'M_0000020458', 'M_0000052768', 'M_0000078052']",['P_0000089683']
,108.9285714,5,0.111111,0.016835,1.666667,2.5,WEST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000052771,M_0000052771,                 M_0000052771P_0000084915,P_0000084915,P_0000084915,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,3,56,61,REMOVE,4.1666675,"['M_0000004687', 'M_0000052771']",['P_0000084915']
,112.5,5,0.111111,0.016835,1.666667,2.5,WEST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000052771,M_0000052771,                 M_0000052771P_0000084915,P_0000084915,P_0000084915,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,3,56,63,REMOVE,4.1666675,['M_0000052771'],"['P_0000040124', 'P_0000014248', 'P_0000128087', 'P_0000039851', 'P_0000029323', 'P_0000084915']"
,99.91451706,5,1,0.000383,1,5,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000057421,M_0000057421,                 M_0000057421P_0000032661,P_0000032661,P_0000032661,REHABILITATION CENTER,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,5,5,126341,126233,KEEP,5,"['M_0000005824', 'M_0000053032', 'M_0000057418', 'M_0000057421', 'M_0000057451']",['P_0000032661']
,87.07865169,5,0.064103,0.001304,1.666667,2.5,MIDDLE ATLANTIC,PACIFIC,M_0000057883,M_0000057883,                 M_0000057883P_0000051242,P_0000051242,P_0000051242,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 4: 201-400,5,3,178,155,KEEP,4.1666675,['M_0000057883'],"['P_0000029526', 'P_0000128087', 'P_0000039851', 'P_0000051242', 'P_0000022920']"
,100.7089405,5,0.064103,0.001304,1.666667,2.5,MIDDLE ATLANTIC,PACIFIC,M_0000057883,M_0000057883,                 M_0000057883P_0000051242,P_0000051242,P_0000051242,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 4: 201-400,5,3,76170,76710,REMOVE,4.1666675,"['M_0000029758', 'M_0000057883']",['P_0000051242']
n,62.40601504,5,0.053763,0.005974,1,1.25,EAST NORTH CENTRAL,SOUTH ATLANTIC,M_0000058135_,M_0000058135,                 M_0000058135_P_0000048151_,P_0000048151_,P_0000048151,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 4: 201-400,CATEGORY 5: 401-600,5,5,532,332,KEEP,1.25,"['M_0000001558', 'M_0000058135']",['P_0000048151']
,95.91836735,5,0.138889,0.084746,2.5,1.666667,PACIFIC,SOUTH ATLANTIC,M_0000065761,M_0000065761,                 M_0000065761P_0000030726,P_0000030726,P_0000030726,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,5,2,49,47,KEEP,4.1666675,"['M_0000000370', 'M_0000008470', 'M_0000037489', 'M_0000065761', 'M_0000066271', 'M_0000066718', 'M_0000069022']",['P_0000030726']
,132.1428571,5,0.138889,0.084746,2.5,1.666667,PACIFIC,SOUTH ATLANTIC,M_0000065761,M_0000065761,                 M_0000065761P_0000030726,P_0000030726,P_0000030726,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,5,2,28,37,REMOVE,4.1666675,['M_0000065761'],"['P_0000084937', 'P_0000022370', 'P_0000030726', 'P_0000016925']"
,92.85714286,5,0.138889,0.072464,2.5,1.666667,PACIFIC,PACIFIC,M_0000065761,M_0000065761,                 M_0000065761P_0000022370,P_0000022370,P_0000022370,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,5,2,28,26,KEEP,4.1666675,['M_0000065761'],"['P_0000084937', 'P_0000022370', 'P_0000030726', 'P_0000016925']"
,100.685401,5,0.072464,0.001724,1,2.5,PACIFIC,MIDDLE ATLANTIC,M_0000066322,M_0000066322,                 M_0000066322P_0000016925,P_0000016925,P_0000016925,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,5,5,24803,24973,REMOVE,2.5,"['M_0000013942', 'M_0000018319', 'M_0000033562', 'M_0000038260', 'M_0000065761', 'M_0000066052', 'M_0000066055', 'M_0000066322', 'M_0000066718']",['P_0000016925']
,42.30769231,5,0.16129,0.035211,1,5,SOUTH ATLANTIC,WEST SOUTH CENTRAL,M_0000078052,M_0000078052,                 M_0000078052P_0000089683,P_0000089683,P_0000089683,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,5,5,78,33,KEEP,5,['M_0000078052'],"['P_0000094616', 'P_0000089683']"
,74.14965986,5,0.16129,0.035211,1,5,SOUTH ATLANTIC,WEST SOUTH CENTRAL,M_0000078052,M_0000078052,                 M_0000078052P_0000089683,P_0000089683,P_0000089683,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,5,5,147,109,KEEP,5,"['M_0000013630', 'M_0000020458', 'M_0000052768', 'M_0000078052']",['P_0000089683']
,99.17105001,5,0.125,0.000133,1,1.25,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000078643,M_0000078643,                 M_0000078643P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,5,5,306653,304111,KEEP,1.25,"['M_0000000472', 'M_0000001378', 'M_0000002638', 'M_0000023170', 'M_0000032887', 'M_0000032914', 'M_0000032917', 'M_0000032932', 'M_0000036877', 'M_0000036904', 'M_0000037207', 'M_0000041698', 'M_0000051106', 'M_0000051424', 'M_0000051427', 'M_0000078346', 'M_0000078643', 'M_0000078709']",['P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
,102.4419555,5,0.056818,0.000678,2.5,1,WEST SOUTH CENTRAL,MOUNTAIN,M_0000078754,M_0000078754,                 M_0000078754P_0000162268,P_0000162268,P_0000162268,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 7: 1001+,NON-ACUTE/UNKNOWN,5,2,124818,127866,REMOVE,2.5,"['M_0000018064', 'M_0000053125', 'M_0000078754']",['P_0000162268']
,104.2606232,5,0.056818,0.000678,2.5,1,WEST SOUTH CENTRAL,MOUNTAIN,M_0000078754,M_0000078754,                 M_0000078754P_0000162268,P_0000162268,P_0000162268,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 7: 1001+,NON-ACUTE/UNKNOWN,5,2,8825,9201,REMOVE,2.5,['M_0000078754'],"['P_0000162268', 'P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
,99.1163855,5,0.138889,0.000133,1.666667,1.666667,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000078997,M_0000078997,                 M_0000078997P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,5,3,302847,300171,KEEP,2.777778889,"['M_0000000442', 'M_0000005854', 'M_0000010921', 'M_0000011338', 'M_0000030790', 'M_0000077575', 'M_0000077920', 'M_0000078997', 'M_0000079051', 'M_0000091111']",['P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
,103.0403309,5,0.087719,0.000476,1,1.25,PACIFIC,PACIFIC,M_0000081190,M_0000081190,                 M_0000081190P_0000041493,P_0000041493,P_0000041493,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 5: 401-600,5,5,120875,124550,REMOVE,1.25,"['M_0000031477', 'M_0000036562', 'M_0000036565', 'M_0000036580', 'M_0000081190']",['P_0000041493']
n,102.2439801,5,0.5,0.000621,5,1,EAST NORTH CENTRAL,PACIFIC,M_0000083143_,M_0000083143,                 M_0000083143_P_0000023316_,P_0000023316_,P_0000023316,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 5: 401-600,5,1,61587,62969,REMOVE,5,"['M_0000000118', 'M_0000083143']",['P_0000023316']
y,62.62254902,5,0.071429,0.078125,2.5,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000085591,M_0000085591,                 M_0000085591P_0000002421,P_0000002421,P_0000002421,NON HOSPITAL,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,2,816,511,KEEP,2.5,"['M_0000072055', 'M_0000085591']",['P_0000002421']
y,85.36320925,5,0.071429,0.078125,2.5,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000085591,M_0000085591,                 M_0000085591P_0000002421,P_0000002421,P_0000002421,NON HOSPITAL,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,2,2767,2362,KEEP,2.5,['M_0000085591'],"['P_0000115475', 'P_0000029188', 'P_0000115305', 'P_0000148965', 'P_0000002421', 'P_0000115157', 'P_0000028915', 'P_0000115312', 'P_0000027342', 'P_0000115421']"
,62.97640653,5,0.071429,0.178571,2.5,1.25,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000085591,M_0000085591,                 M_0000085591P_0000028915,P_0000028915,P_0000028915,NON HOSPITAL,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,2,551,347,KEEP,3.125,"['M_0000072031', 'M_0000085591']",['P_0000028915']
,90.35056017,5,0.071429,0.178571,2.5,1.25,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000085591,M_0000085591,                 M_0000085591P_0000028915,P_0000028915,P_0000028915,NON HOSPITAL,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,2,2767,2500,KEEP,3.125,['M_0000085591'],"['P_0000115475', 'P_0000029188', 'P_0000115305', 'P_0000148965', 'P_0000002421', 'P_0000115157', 'P_0000028915', 'P_0000115312', 'P_0000027342', 'P_0000115421']"
,63.41463415,5,0.071429,0.135135,2.5,1.25,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000085591,M_0000085591,                 M_0000085591P_0000115157,P_0000115157,P_0000115157,NON HOSPITAL,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,2,697,442,KEEP,3.125,"['M_0000072175', 'M_0000085591']",['P_0000115157']
,88.65196964,5,0.071429,0.135135,2.5,1.25,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000085591,M_0000085591,                 M_0000085591P_0000115157,P_0000115157,P_0000115157,NON HOSPITAL,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,2,2767,2453,KEEP,3.125,['M_0000085591'],"['P_0000115475', 'P_0000029188', 'P_0000115305', 'P_0000148965', 'P_0000002421', 'P_0000115157', 'P_0000028915', 'P_0000115312', 'P_0000027342', 'P_0000115421']"
,46.76165803,5,1,0.178571,2.5,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000085621,M_0000085621,                 M_0000085621P_0000029406,P_0000029406,P_0000029406,NON HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,5,2,772,361,KEEP,2.5,"['M_0000071491', 'M_0000085621']",['P_0000029406']
,98.68803829,5,0.555556,0.000133,2.5,1.25,PACIFIC,PACIFIC,M_0000086338,M_0000086338,                 M_0000086338P_AGGREGATED_PACIFIC_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_PACIFIC_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_PACIFIC_HEALTHCARE CORPORATE OFFICE,NON HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,AGGREGATED,5,2,122031,120430,KEEP,3.125,"['M_0000034948', 'M_0000071989', 'M_0000072316', 'M_0000072790', 'M_0000086338']",['P_AGGREGATED_PACIFIC_HEALTHCARE CORPORATE OFFICE']
,111.3043478,5,0.166667,0.036765,1.666667,2.5,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000093118,M_0000093118,                 M_0000093118P_0000082303,P_0000082303,P_0000082303,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,5,3,115,128,REMOVE,4.1666675,"['M_0000010408', 'M_0000016231', 'M_0000029770', 'M_0000068872', 'M_0000081427', 'M_0000093118']",['P_0000082303']
,99.74778247,5,1,0.00059,1,5,NEW ENGLAND,NEW ENGLAND,M_0000094558,M_0000094558,                 M_0000094558P_0000003270,P_0000003270,P_0000003270,MEDICAL GROUP,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 2: 51-100,5,5,70574,70396,KEEP,5,"['M_0000025300', 'M_0000094477', 'M_0000094558']",['P_0000003270']
n,102.3930847,6,0.070588,0.000329,6,1,EAST NORTH CENTRAL,NEW ENGLAND,M_0000000421_,M_0000000421,                 M_0000000421_P_0000064931_,P_0000064931_,P_0000064931,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 4: 201-400,CATEGORY 4: 201-400,6,1,173876,178037,REMOVE,6,"['M_0000000421', 'M_0000004792', 'M_0000012256']",['P_0000064931']
n,101.7762361,6,0.054054,0.000703,1,1.5,PACIFIC,PACIFIC,M_0000002368_,M_0000002368,                 M_0000002368_P_0000021933_,P_0000021933_,P_0000021933,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,6,6,71781,73056,REMOVE,1.5,"['M_0000002368', 'M_0000079825']",['P_0000021933']
n,108.7227414,6,0.054054,0.000703,1,1.5,PACIFIC,PACIFIC,M_0000002368_,M_0000002368,                 M_0000002368_P_0000021933_,P_0000021933_,P_0000021933,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,6,6,4173,4537,REMOVE,1.5,['M_0000002368'],"['P_0000021933', 'P_0000023882', 'P_0000056923', 'P_AGGREGATED_PACIFIC_PHYSICIAN(S)']"
,41.02564103,6,0.075949,0.010239,1.5,2,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000004687,M_0000004687,                 M_0000004687P_0000128087,P_0000128087,P_0000128087,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,NON-ACUTE/UNKNOWN,6,4,117,48,KEEP,3,['M_0000004687'],"['P_0000040124', 'P_0000128087', 'P_0000084915']"
,53.75,6,0.075949,0.010239,1.5,2,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000004687,M_0000004687,                 M_0000004687P_0000128087,P_0000128087,P_0000128087,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,NON-ACUTE/UNKNOWN,6,4,240,129,KEEP,3,"['M_0000004687', 'M_0000052771', 'M_0000057883']",['P_0000128087']
,121.3675214,6,0.075949,0.020202,2,3,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000004687,M_0000004687,                 M_0000004687P_0000084915,P_0000084915,P_0000084915,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,NON-ACUTE/UNKNOWN,6,3,117,142,REMOVE,6,['M_0000004687'],"['P_0000040124', 'P_0000128087', 'P_0000084915']"
n,101.7857143,6,0.075949,0.020202,2,3,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000004687_,M_0000004687,                 M_0000004687_P_0000084915_,P_0000084915_,P_0000084915,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,NON-ACUTE/UNKNOWN,6,3,56,57,REMOVE,6,"['M_0000004687', 'M_0000052771']",['P_0000084915']
,88.53503185,6,0.078947,0.013423,1.5,1.2,SOUTH ATLANTIC,EAST NORTH CENTRAL,M_0000004945,M_0000004945,                 M_0000004945P_0000025635,P_0000025635,P_0000025635,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 2: 51-100,6,4,157,139,KEEP,1.8,['M_0000004945'],"['P_0000081407', 'P_0000025635']"
,103.125,6,0.078947,0.013423,1.5,1.2,SOUTH ATLANTIC,EAST NORTH CENTRAL,M_0000004945,M_0000004945,                 M_0000004945P_0000025635,P_0000025635,P_0000025635,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 2: 51-100,6,4,224,231,REMOVE,1.8,"['M_0000004945', 'M_0000009244', 'M_0000013927', 'M_0000014611', 'M_0000024628', 'M_0000026956', 'M_0000056665', 'M_0000065998']",['P_0000025635']
,55.29411765,6,0.069767,0.015584,1.5,1,NEW ENGLAND,EAST NORTH CENTRAL,M_0000010408,M_0000010408,                 M_0000010408P_0000212104,P_0000212104,P_0000212104,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,6,4,170,94,KEEP,1.5,['M_0000010408'],"['P_0000029519', 'P_0000212104', 'P_0000082303']"
,103.5523378,6,0.069767,0.015584,1.5,1,NEW ENGLAND,EAST NORTH CENTRAL,M_0000010408,M_0000010408,                 M_0000010408P_0000212104,P_0000212104,P_0000212104,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,6,4,14779,15304,REMOVE,1.5,"['M_0000010408', 'M_0000013459']",['P_0000212104']
,99.22589246,6,0.5,0.000159,6,1,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000010618,M_0000010618,                 M_0000010618P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,UNKNOWN,AGGREGATED,6,1,264046,262002,KEEP,6,"['M_0000003928', 'M_0000009574', 'M_0000010618', 'M_0000013918', 'M_0000014128', 'M_0000014131', 'M_0000014161', 'M_0000014182', 'M_0000078754', 'M_0000078757', 'M_0000079087', 'M_0000079102', 'M_0000080959', 'M_0000098944']",['P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
,37.72961058,6,0.109091,0.000159,3,1.058824,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000017116,M_0000017116,                 M_0000017116P_AGGREGATED_EAST NORTH CENTRAL_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_EAST NORTH CENTRAL_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_EAST NORTH CENTRAL_HEALTHCARE CORPORATE OFFICE,HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 5: 401-600,AGGREGATED,6,2,8166,3081,KEEP,3.176472,['M_0000017116'],"['P_0000045756', 'P_AGGREGATED_EAST NORTH CENTRAL_HEALTHCARE CORPORATE OFFICE', 'P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
,40,6,0.157895,0.018692,1.2,3,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000019360,M_0000019360,                 M_0000019360P_0000042086,P_0000042086,P_0000042086,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 4: 201-400,6,5,40,16,KEEP,3.6,"['M_0000019360', 'M_0000024823']",['P_0000042086']
,97.61904762,6,0.157895,0.018692,1.2,3,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000019360,M_0000019360,                 M_0000019360P_0000042086,P_0000042086,P_0000042086,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 4: 201-400,6,5,42,41,KEEP,3.6,['M_0000019360'],"['P_0000040157', 'P_0000036601', 'P_0000041311', 'P_0000038950', 'P_0000047351', 'P_0000089485', 'P_0000034306', 'P_0000039852', 'P_0000042086']"
,87.87878788,6,0.117647,0.008021,1.2,3,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000019678,M_0000019678,                 M_0000019678P_0000041311,P_0000041311,P_0000041311,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 4: 201-400,6,5,99,87,KEEP,3.6,['M_0000019678'],"['P_0000044418', 'P_0000034306', 'P_0000036601', 'P_0000038957', 'P_0000089485', 'P_0000041311']"
,105.1851852,6,0.117647,0.008021,1.2,3,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000019678,M_0000019678,                 M_0000019678P_0000041311,P_0000041311,P_0000041311,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 4: 201-400,6,5,270,284,REMOVE,3.6,"['M_0000012256', 'M_0000015133', 'M_0000019360', 'M_0000019678', 'M_0000037117']",['P_0000041311']
,80.3030303,6,0.000732,0.2,1.5,3,NEW ENGLAND,EAST NORTH CENTRAL,M_0000025270,M_0000025270,                 M_0000025270P_0000113500,P_0000113500,P_0000113500,HEALTH SYSTEM,AMBULATORY CARE CENTER,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,6,4,66,53,KEEP,4.5,"['M_0000014197', 'M_0000025270', 'M_0000040534']",['P_0000113500']
,100.7567593,6,0.000732,0.2,1.5,3,NEW ENGLAND,EAST NORTH CENTRAL,M_0000025270,M_0000025270,                 M_0000025270P_0000113500,P_0000113500,P_0000113500,HEALTH SYSTEM,AMBULATORY CARE CENTER,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,6,4,83514,84146,REMOVE,4.5,['M_0000025270'],"['P_0000113500', 'P_0000040490']"
,28.46441948,6,0.051724,0.008276,1.2,3,SOUTH ATLANTIC,WEST NORTH CENTRAL,M_0000028897,M_0000028897,                 M_0000028897P_0000026488,P_0000026488,P_0000026488,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 3: 101-200,6,5,267,76,KEEP,3.6,['M_0000028897'],"['P_0000029168', 'P_0000026488']"
