,DIVISION_MOA,DIVISION_PETREL,MOA_FACILITY_OF_INTEREST,PETREL_FACILITY_OF_INTEREST,FACILITY_TYPE_MOA,FACILITY_TYPE_PETREL,BED_SIZE_MOA,BED_SIZE_PETREL,TOTAL_MATCHES,QUARTER_MATCHES,MATCHES_WITH,MATCHES_WITHOUT,PCT,DECISION,PCT_ALL_PETREL_MATCHES,PCT_ALL_MOA_MATCHES,AVG_SKUS_PER_QUARTER,AVG_QUARTERS_PER_SKU,SCORE,FACILITY_IDS_MOA,FACILITY_IDS_PETREL
129,MOUNTAIN,MOUNTAIN,M_0000014068,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,AGGREGATED,40,9,479700,448247,93.44319366270585,KEEP,0.357143,0.001063,4.444444,1.052632,4.678363976608,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
130,MOUNTAIN,MOUNTAIN,M_0000014092,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,109,19,479700,442197,92.18198874296435,KEEP,0.429134,0.002896,5.736842,1.513889,8.684941998538,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
131,MOUNTAIN,MOUNTAIN,M_0000014158,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,80,19,479700,446646,93.10944340212633,KEEP,0.490798,0.002125,4.210526,1.509434,6.355511102284,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
132,MOUNTAIN,MOUNTAIN,M_0000014416,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,AGGREGATED,19,9,479700,464489,96.82905982905983,KEEP,0.113772,0.000505,2.111111,1.357143,2.865079515873,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
133,MOUNTAIN,MOUNTAIN,M_0000014431,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,44,12,479700,453217,94.47925786950177,KEEP,0.275,0.001169,3.666667,1.76,6.45333392,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
134,MOUNTAIN,MOUNTAIN,M_0000014500,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,12,7,479700,473077,98.61934542422347,KEEP,0.375,0.000319,1.714286,1.2,2.0571432,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
135,MOUNTAIN,MOUNTAIN,M_0000014611,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,AGGREGATED,32,11,479700,473830,98.7763185324161,KEEP,0.137339,0.00085,2.909091,1.777778,5.171717979798,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
136,MOUNTAIN,MOUNTAIN,M_0000014692,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,50,12,479700,450736,93.96205962059621,KEEP,0.230415,0.001328,4.166667,1.5625,6.5104171875,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
137,MOUNTAIN,MOUNTAIN,M_0000014767,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,152,15,479700,452056,94.23723160308526,KEEP,0.417582,0.004038,10.133333,1.357143,13.752381947619,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
138,MOUNTAIN,MOUNTAIN,M_0000077866,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,58,5,479700,471748,98.34229726912653,KEEP,0.935484,0.001541,11.6,1.348837,15.6465092,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
139,MOUNTAIN,MOUNTAIN,M_0000077869,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,AGGREGATED,34,5,479700,474050,98.8221805294976,KEEP,0.395349,0.000903,6.8,2.0,13.6,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
140,MOUNTAIN,MOUNTAIN,M_0000077899,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,AGGREGATED,4,3,479700,477806,99.60516989785282,KEEP,0.137931,0.000106,1.333333,2.0,2.666666,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
141,MOUNTAIN,MOUNTAIN,M_0000078985,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,52,5,479700,472210,98.43860746299771,KEEP,0.348993,0.001381,10.4,1.405405,14.616212,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
142,MOUNTAIN,MOUNTAIN,M_0000080419,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,25,9,479700,462052,96.32103397957056,KEEP,0.324675,0.000664,2.777778,1.315789,3.654969736842,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
143,MOUNTAIN,MOUNTAIN,M_0000080944,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,MEDICAL GROUP,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,3,1,479700,478520,99.75401292474463,KEEP,1.0,8e-05,3.0,1.0,3.0,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
144,MOUNTAIN,MOUNTAIN,M_0000080947,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,37,5,479700,477458,99.5326245570148,KEEP,0.627119,0.000983,7.4,1.608696,11.9043504,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
145,MOUNTAIN,MOUNTAIN,M_0000081298,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,6,6,479700,478008,99.64727954971858,KEEP,0.545455,0.000159,1.0,1.5,1.5,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
146,PACIFIC,PACIFIC,M_0000001969,P_0000044810,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,6510,14,66734,208,0.31168519795007044,KEEP,0.967023,0.914968,465.0,2.420974,1125.75291,"['M_0000001969', 'M_0000010069']",['P_0000044810']
147,NEW ENGLAND,PACIFIC,M_0000010069,P_0000044810,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,5,3,66734,69657,104.38007612311566,REMOVE,0.060241,0.000703,1.666667,1.0,1.666667,"['M_0000001969', 'M_0000010069']",['P_0000044810']
148,PACIFIC,PACIFIC,M_0000002368,P_0000021933,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,6,6,4173,4537,108.72274143302181,REMOVE,0.054054,0.000703,1.0,1.5,1.5,['M_0000002368'],"['P_0000021933', 'P_0000023882', 'P_0000056923', 'P_AGGREGATED_PACIFIC_PHYSICIAN(S)']"
149,PACIFIC,PACIFIC,M_0000002368,P_0000023882,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,8,7,4173,4573,109.58543014617781,REMOVE,0.072072,0.000807,1.142857,2.0,2.285714,['M_0000002368'],"['P_0000021933', 'P_0000023882', 'P_0000056923', 'P_AGGREGATED_PACIFIC_PHYSICIAN(S)']"
150,PACIFIC,PACIFIC,M_0000002368,P_0000056923,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,9,6,4173,5081,121.75892643182362,REMOVE,0.081081,0.002515,1.5,1.5,2.25,['M_0000002368'],"['P_0000021933', 'P_0000023882', 'P_0000056923', 'P_AGGREGATED_PACIFIC_PHYSICIAN(S)']"
151,PACIFIC,PACIFIC,M_0000002368,P_AGGREGATED_PACIFIC_PHYSICIAN(S),HOSPITAL,PHYSICIAN(S),CATEGORY 1: 0-50,AGGREGATED,24,8,4173,683,16.36712197459861,KEEP,0.216216,0.000638,3.0,1.5,4.5,['M_0000002368'],"['P_0000021933', 'P_0000023882', 'P_0000056923', 'P_AGGREGATED_PACIFIC_PHYSICIAN(S)']"
152,PACIFIC,PACIFIC,M_0000002368,P_0000023882,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,8,7,77384,78652,101.63858161893931,REMOVE,0.072072,0.000807,1.142857,2.0,2.285714,"['M_0000002368', 'M_0000002401']",['P_0000023882']
153,PACIFIC,PACIFIC,M_0000002401,P_0000023882,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 3: 101-200,9481,23,77384,260,0.33598676729039595,KEEP,0.952577,0.956807,412.217391,5.899813,2432.005522247883,"['M_0000002368', 'M_0000002401']",['P_0000023882']
154,PACIFIC,PACIFIC,M_0000002368,P_0000056923,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,9,6,29448,30728,104.346644933442,REMOVE,0.081081,0.002515,1.5,1.5,2.25,"['M_0000002368', 'M_0000027349']",['P_0000056923']
155,PACIFIC,PACIFIC,M_0000027349,P_0000056923,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,3460,27,29448,671,2.278592773702798,KEEP,0.940217,0.96675,128.148148,5.179641,663.761401454868,"['M_0000002368', 'M_0000027349']",['P_0000056923']
156,PACIFIC,PACIFIC,M_0000002368,P_0000021933,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 3: 101-200,6,6,71781,73056,101.77623605132277,REMOVE,0.054054,0.000703,1.0,1.5,1.5,"['M_0000002368', 'M_0000079825']",['P_0000021933']
157,PACIFIC,PACIFIC,M_0000079825,P_0000021933,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 3: 101-200,8183,23,71781,388,0.5405330101280283,KEEP,0.950959,0.959208,355.782609,5.832502,2075.102778557718,"['M_0000002368', 'M_0000079825']",['P_0000021933']
158,PACIFIC,PACIFIC,M_0000002371,P_0000026947,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 3: 101-200,10691,27,101020,1586,1.5699861413581468,KEEP,0.963327,0.9683,395.962963,5.238119,2074.101119786597,"['M_0000002371', 'M_0000002422']",['P_0000026947']
159,PACIFIC,PACIFIC,M_0000002422,P_0000026947,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 3: 101-200,33,5,101020,99446,98.44189269451594,KEEP,0.52381,0.002989,6.6,1.137931,7.5103446,"['M_0000002371', 'M_0000002422']",['P_0000026947']
160,PACIFIC,PACIFIC,M_0000002425,P_0000053216,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 1: 0-50,3,2,92449,99850,108.0054949215243,REMOVE,0.000266,0.06383,1.5,1.0,1.5,['M_0000002425'],"['P_0000053216', 'P_0000026430']"
161,PACIFIC,PACIFIC,M_0000002425,P_0000026430,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 2: 51-100,10785,23,92449,160,0.1730683944661381,KEEP,0.955101,0.963721,468.913043,5.658447,2653.319601424221,['M_0000002425'],"['P_0000053216', 'P_0000026430']"
162,PACIFIC,PACIFIC,M_0000002425,P_0000053216,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 1: 0-50,3,2,245,183,74.6938775510204,KEEP,0.000266,0.06383,1.5,1.0,1.5,"['M_0000002425', 'M_0000005449']",['P_0000053216']
163,PACIFIC,PACIFIC,M_0000005449,P_0000053216,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 1: 0-50,3,3,245,160,65.3061224489796,KEEP,0.000439,0.06383,1.0,1.5,1.5,"['M_0000002425', 'M_0000005449']",['P_0000053216']
164,PACIFIC,EAST NORTH CENTRAL,M_0000002458,P_0000033606,HOSPITAL,SURGERY CENTER,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,3,3,39255,41846,106.60043306585149,REMOVE,0.00058,0.058824,1.0,1.5,1.5,['M_0000002458'],"['P_0000033606', 'P_0000002692', 'P_0000036536']"
165,PACIFIC,MOUNTAIN,M_0000002458,P_0000002692,HOSPITAL,CRITICAL ACCESS,CATEGORY 1: 0-50,CATEGORY 1: 0-50,7,6,39255,42047,107.11246974907655,REMOVE,0.001353,0.058333,1.166667,1.4,1.6333338,['M_0000002458'],"['P_0000033606', 'P_0000002692', 'P_0000036536']"
166,PACIFIC,PACIFIC,M_0000002458,P_0000036536,HOSPITAL,CRITICAL ACCESS,CATEGORY 1: 0-50,CATEGORY 1: 0-50,4995,23,39255,395,1.0062412431537384,KEEP,0.965404,0.97179,217.173913,5.869565,1274.716398657845,['M_0000002458'],"['P_0000033606', 'P_0000002692', 'P_0000036536']"
167,PACIFIC,PACIFIC,M_0000002458,P_0000036536,HOSPITAL,CRITICAL ACCESS,CATEGORY 1: 0-50,CATEGORY 1: 0-50,4995,23,45314,54,0.1191684689058569,KEEP,0.965404,0.97179,217.173913,5.869565,1274.716398657845,"['M_0000002458', 'M_0000036580']",['P_0000036536']
168,PACIFIC,PACIFIC,M_0000036580,P_0000036536,HOSPITAL,CRITICAL ACCESS,CATEGORY 1: 0-50,CATEGORY 1: 0-50,6,3,45314,45744,100.94893410425034,REMOVE,0.050847,0.001167,2.0,3.0,6.0,"['M_0000002458', 'M_0000036580']",['P_0000036536']
169,PACIFIC,MOUNTAIN,M_0000002458,P_0000002692,HOSPITAL,CRITICAL ACCESS,CATEGORY 1: 0-50,CATEGORY 1: 0-50,7,6,765,499,65.22875816993464,KEEP,0.001353,0.058333,1.166667,1.4,1.6333338,"['M_0000002458', 'M_0000072616']",['P_0000002692']
170,MOUNTAIN,MOUNTAIN,M_0000072616,P_0000002692,HOSPITAL,CRITICAL ACCESS,CATEGORY 1: 0-50,CATEGORY 1: 0-50,43,1,765,370,48.36601307189542,KEEP,0.895833,0.358333,43.0,1.0,43.0,"['M_0000002458', 'M_0000072616']",['P_0000002692']
171,PACIFIC,PACIFIC,M_0000002461,P_0000022929,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 2: 51-100,7032,23,68274,0,0.0,KEEP,0.968062,0.968462,305.73913,5.022857,1535.68392929441,['M_0000002461'],['P_0000022929']
172,PACIFIC,PACIFIC,M_0000002476,P_0000038957,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 1: 0-50,3,2,25553,27886,109.13004343912652,REMOVE,0.001203,0.054545,1.5,1.5,2.25,['M_0000002476'],"['P_0000038957', 'P_0000048097']"
173,PACIFIC,PACIFIC,M_0000002476,P_0000048097,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 1: 0-50,2352,14,25553,56,0.21915235001761046,KEEP,0.943442,0.956486,168.0,3.78135,635.2668,['M_0000002476'],"['P_0000038957', 'P_0000048097']"
174,PACIFIC,PACIFIC,M_0000002476,P_0000038957,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 1: 0-50,3,2,107,90,84.11214953271028,KEEP,0.001203,0.054545,1.5,1.5,2.25,"['M_0000002476', 'M_0000002962', 'M_0000019678', 'M_0000037117']",['P_0000038957']
175,PACIFIC,PACIFIC,M_0000002962,P_0000038957,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 1: 0-50,4,4,107,62,57.94392523364486,KEEP,0.013029,0.072727,1.0,1.333333,1.333333,"['M_0000002476', 'M_0000002962', 'M_0000019678', 'M_0000037117']",['P_0000038957']
176,EAST NORTH CENTRAL,PACIFIC,M_0000019678,P_0000038957,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 1: 0-50,5,3,107,122,114.01869158878505,REMOVE,0.098039,0.090909,1.666667,1.666667,2.777778888889,"['M_0000002476', 'M_0000002962', 'M_0000019678', 'M_0000037117']",['P_0000038957']
